2025-07-28 23:10:43,418 |    INFO | __main__ | 🔖  Logging to logs/whisper_tiny_cv_fully_synthetic_nl_20250728_231043.log
2025-07-28 23:10:43,627 |    INFO | root | Using device: cuda
2025-07-28 23:10:43,627 |    INFO | root | Using model: yuriyvnv/whisper-tiny-cv-fully-synthetic-nl
2025-07-28 23:10:43,627 |    INFO | root | Loading model... 🎯
2025-07-28 23:10:46,160 |    INFO | root | Using device: cuda 💻
2025-07-28 23:10:46,160 |    INFO | root | Loading Common Voice 17.0 dataset... 📊
2025-07-28 23:10:46,458 |   ERROR | root |  README.md:   0%|          | 0.00/12.7k [00:00<?, ?B/s]
2025-07-28 23:23:37,423 |   ERROR | root | Processing validation:  64%|######3   | 7148/11252 [11:09<05:56, 11.50it/s]
2025-07-28 23:23:37,525 |    INFO | root | Het verslag en het voorstel verdienen te worden goedgekeurd.
2025-07-28 23:23:37,525 |    INFO | root | Het verslag en het voorstel verdienen te worden goedgekeurd.
2025-07-28 23:23:37,597 |    INFO | root | Ik zal ze hier in het kort presenteren.
2025-07-28 23:23:37,597 |    INFO | root | Ik zal ze hier in het kort presenteren.
2025-07-28 23:23:37,597 |   ERROR | root | Processing validation:  64%|######3   | 7150/11252 [11:09<05:56, 11.51it/s]
2025-07-28 23:23:37,693 |    INFO | root | En dat lijkt met buiten gewoon belangrijk.
2025-07-28 23:23:37,693 |    INFO | root | En dat lijkt me buitengewoon belangrijk.
2025-07-28 23:23:37,787 |    INFO | root | Dit puntijd is on zo langzorg.
2025-07-28 23:23:37,787 |    INFO | root | Dit beleid is onverantwoord.
2025-07-28 23:23:37,787 |   ERROR | root | Processing validation:  64%|######3   | 7152/11252 [11:10<06:06, 11.19it/s]
2025-07-28 23:23:37,891 |    INFO | root | Een op kennis gedadere economie zal in het middelkomst staan van deze strategie.
2025-07-28 23:23:37,891 |    INFO | root | Een op kennis gebaseerde economie zal in het middelpunt staan van deze strategie.
2025-07-28 23:23:37,993 |    INFO | root | Dat betekent ook dat de bereid moet zijn tegelijkertijd slim te handelen.
2025-07-28 23:23:37,993 |    INFO | root | Dat betekent ook dat je bereid moet zijn tegelijkertijd slim te handelen.
2025-07-28 23:23:37,993 |   ERROR | root | Processing validation:  64%|######3   | 7154/11252 [11:10<06:22, 10.70it/s]
2025-07-28 23:23:38,092 |    INFO | root | U sturt aan op een versterkte coördinatie van de nationale beleidsvormen.
2025-07-28 23:23:38,093 |    INFO | root | U stuurt aan op een versterkte coördinatie van de nationale beleidsvormen.
2025-07-28 23:23:38,143 |    INFO | root | Dat moeten wij serieus nemen.
2025-07-28 23:23:38,143 |    INFO | root | Dat moeten wij serieus nemen.
2025-07-28 23:23:38,144 |   ERROR | root | Processing validation:  64%|######3   | 7156/11252 [11:10<06:00, 11.37it/s]
2025-07-28 23:23:38,250 |    INFO | root | Als we een schuld, kwijt gelden, is dat wel, al angst gegeven.
2025-07-28 23:23:38,250 |    INFO | root | Als we een schuld kwijtschelden, is dat geld al uitgegeven.
2025-07-28 23:23:38,336 |    INFO | root | Mijn dag toe natuurlijk dat alle rijverheden daar zouden worden geworden.
2025-07-28 23:23:38,336 |    INFO | root | Men dacht toen natuurlijk dat alle referenda zouden worden gewonnen.
2025-07-28 23:23:38,336 |   ERROR | root | Processing validation:  64%|######3   | 7158/11252 [11:10<06:10, 11.05it/s]
2025-07-28 23:23:38,447 |    INFO | root | De hoge vertegenwoordigen draagt zorgt voor coördinatie van opvuik laat beleid.
2025-07-28 23:23:38,447 |    INFO | root | De hoge vertegenwoordiger draagt zorg voor coördinatie van ons buitenlands beleid.
2025-07-28 23:23:38,499 |    INFO | root | Dat is zeker niet te vrol.
2025-07-28 23:23:38,499 |    INFO | root | Dat is zeker niet te vroeg.
2025-07-28 23:23:38,499 |   ERROR | root | Processing validation:  64%|######3   | 7160/11252 [11:10<05:59, 11.40it/s]
2025-07-28 23:23:38,634 |    INFO | root | Wij hebben etikettering debatten van de tastierbaarheid voorgestel.
2025-07-28 23:23:38,634 |    INFO | root | Wij hebben etikettering ten bate van de traceerbaarheid voorgesteld.
2025-07-28 23:23:38,702 |    INFO | root | Wij moeten onze waarden geheel overeind houden.
2025-07-28 23:23:38,702 |    INFO | root | Wij moeten onze waarden geheel overeind houden.
2025-07-28 23:23:38,702 |   ERROR | root | Processing validation:  64%|######3   | 7162/11252 [11:11<06:15, 10.89it/s]
2025-07-28 23:23:38,821 |    INFO | root | Dit is het resultaat van een klapstaatje van onderhandelingskunst.
2025-07-28 23:23:38,821 |    INFO | root | Dit is het resultaat van een knap staaltje van onderhandelingskunst.
2025-07-28 23:23:38,892 |    INFO | root | Ik dank u allen nogmaals voor alle bijdragen.
2025-07-28 23:23:38,892 |    INFO | root | Ik dank u allen nogmaals voor alle bijdragen.
2025-07-28 23:23:38,892 |   ERROR | root | Processing validation:  64%|######3   | 7164/11252 [11:11<06:19, 10.78it/s]
2025-07-28 23:23:39,018 |    INFO | root | Deze basisbestaar om wandelen uit culturele vaardigheden, lezen, schrijven en rekenen.
2025-07-28 23:23:39,018 |    INFO | root | Deze basis bestaat onder andere uit culturele vaardigheden, lezen, schrijven en rekenen.
2025-07-28 23:23:39,098 |    INFO | root | Voorzitter, dat rundvragen opals kan dit juridisch?
2025-07-28 23:23:39,098 |    INFO | root | Voorzitter, dat roept vragen op als: kan dit juridisch?
2025-07-28 23:23:39,098 |   ERROR | root | Processing validation:  64%|######3   | 7166/11252 [11:11<06:31, 10.43it/s]
2025-07-28 23:23:39,224 |    INFO | root | Dat is allesverfolge onszelf stonderige en zelfbewuste buitenlands beleid, kan worden gezegd.
2025-07-28 23:23:39,224 |    INFO | root | Dat is alles wat over ons zelfstandige en zelfbewuste buitenlands beleid kan worden gezegd.
2025-07-28 23:23:39,299 |    INFO | root | En dat is een fundamenteel kwestie ter in ons voorstel.
2025-07-28 23:23:39,299 |    INFO | root | En dat is een fundamenteel principe in ons voorstel.
2025-07-28 23:23:39,299 |   ERROR | root | Processing validation:  64%|######3   | 7168/11252 [11:11<06:37, 10.28it/s]
2025-07-28 23:23:39,373 |    INFO | root | Dat is niet alleen een hun, maar ook een onsch belang.
2025-07-28 23:23:39,373 |    INFO | root | Dat is niet alleen in hun, maar ook in ons belang.
2025-07-28 23:23:39,464 |    INFO | root | Om we dit algemene voorbehoud steunt onze fractie dit verslag.
2025-07-28 23:23:39,464 |    INFO | root | Onder dit algemene voorbehoud steunt onze fractie dit verslag.
2025-07-28 23:23:39,464 |   ERROR | root | Processing validation:  64%|######3   | 7170/11252 [11:11<06:18, 10.77it/s]
2025-07-28 23:23:39,530 |    INFO | root | Nu is er meer dan nieuw staatsgebied van.
2025-07-28 23:23:39,531 |    INFO | root | Nu is er weer een nieuw staaltje hiervan.
2025-07-28 23:23:39,593 |    INFO | root | Dat kan natuurlijk niet zullen blijven.
2025-07-28 23:23:39,593 |    INFO | root | Dat kan natuurlijk niet zo blijven.
2025-07-28 23:23:39,594 |   ERROR | root | Processing validation:  64%|######3   | 7172/11252 [11:11<05:44, 11.85it/s]
2025-07-28 23:23:39,719 |    INFO | root | Zijn we echter wel bezig met het oplossing van dat probleem?
2025-07-28 23:23:39,719 |    INFO | root | Zijn we echter wel bezig met het oplossen van dat probleem?
2025-07-28 23:23:39,801 |    INFO | root | Ik wil graag iedereen bedanken voor een medewerking.
2025-07-28 23:23:39,801 |    INFO | root | Ik wil graag iedereen bedanken voor hun medewerking.
2025-07-28 23:23:39,801 |   ERROR | root | Processing validation:  64%|######3   | 7174/11252 [11:12<06:07, 11.09it/s]
2025-07-28 23:23:39,931 |    INFO | root | We hebben twee geslaagde ministeriële conferenties, over energieatie en ontwikkeling georganiseerd.
2025-07-28 23:23:39,931 |    INFO | root | Wij hebben twee geslaagde ministeriële conferenties over immigratie en ontwikkeling georganiseerd.
2025-07-28 23:23:40,037 |    INFO | root | Voorzitter, het beoefenen van sport zou toch een recht moeten zijn voor iedereen.
2025-07-28 23:23:40,037 |    INFO | root | Voorzitter, het beoefenen van sport zou toch een recht moeten zijn voor iedereen.
2025-07-28 23:23:40,037 |   ERROR | root | Processing validation:  64%|######3   | 7176/11252 [11:12<06:41, 10.14it/s]
2025-07-28 23:23:40,139 |    INFO | root | Wij hebben reeds een reglement in gevoerd voor de digitale tafel gehad.
2025-07-28 23:23:40,139 |    INFO | root | Wij hebben reeds een reglement ingevoerd voor de digitale tachograaf.
2025-07-28 23:23:40,222 |    INFO | root | Ik ben het ook met u eens over de cijfer vrijgingen.
2025-07-28 23:23:40,222 |    INFO | root | Ik ben het ook met u eens over de cyberdreigingen.
2025-07-28 23:23:40,222 |   ERROR | root | Processing validation:  64%|######3   | 7178/11252 [11:12<06:34, 10.33it/s]
2025-07-28 23:23:40,341 |    INFO | root | Zelf bekend zijn er conchanisteksten ingeding, waarover een algehele consensus heeft.
2025-07-28 23:23:40,341 |    INFO | root | Zoals bekend, zijn er compromisteksten ingediend waarover een algehele consensus heerst.
2025-07-28 23:23:40,427 |    INFO | root | Wat wij hebben bereikt, de afgelopen waren, licht daar niet om.
2025-07-28 23:23:40,427 |    INFO | root | Wat wij hebben bereikt de afgelopen jaren liegt er niet om.
2025-07-28 23:23:40,427 |   ERROR | root | Processing validation:  64%|######3   | 7180/11252 [11:12<06:41, 10.15it/s]
2025-07-28 23:23:40,537 |    INFO | root | Onze respectievenissen hebben ook veel contact met elkaar gevat en hebben goed samengewerd.
2025-07-28 23:23:40,537 |    INFO | root | Onze respectieve diensten hebben ook veel contact met elkaar gehad en hebben goed samengewerkt.
2025-07-28 23:23:40,603 |    INFO | root | Maar we zitten hier niet om ons te beklaafen.
2025-07-28 23:23:40,603 |    INFO | root | Maar we zitten hier niet om ons te beklagen.
2025-07-28 23:23:40,604 |   ERROR | root | Processing validation:  64%|######3   | 7182/11252 [11:12<06:28, 10.48it/s]
2025-07-28 23:23:40,696 |    INFO | root | We gaan niet hier en nu, maar besluit, ter zake nemen.
2025-07-28 23:23:40,696 |    INFO | root | We gaan niet hier en nu een besluit ter zake nemen.
2025-07-28 23:23:40,775 |    INFO | root | Groken aan rechtszekerheid, voor alleen maar gunstig zijn.
2025-07-28 23:23:40,775 |    INFO | root | Grotere rechtszekerheid kan alleen maar gunstig zijn.
2025-07-28 23:23:40,776 |   ERROR | root | Processing validation:  64%|######3   | 7184/11252 [11:13<06:16, 10.80it/s]
2025-07-28 23:23:40,870 |    INFO | root | Ik zal beginnen met de onmiddellijke uitdagingen en de crisis respons.
2025-07-28 23:23:40,870 |    INFO | root | Ik zal beginnen met de onmiddellijke uitdagingen en de crisisrespons.
2025-07-28 23:23:40,957 |    INFO | root | Vandaag wordt het menselijk kaffitaal nog onbeboende ingezet.
2025-07-28 23:23:40,957 |    INFO | root | Vandaag wordt het menselijk kapitaal nog onvoldoende ingezet.
2025-07-28 23:23:40,957 |   ERROR | root | Processing validation:  64%|######3   | 7186/11252 [11:13<06:14, 10.87it/s]
2025-07-28 23:23:41,031 |    INFO | root | Wijl van mijn kiezers hebben dit punt genoemd.
2025-07-28 23:23:41,032 |    INFO | root | Veel van mijn kiezers hebben dit punt genoemd.
2025-07-28 23:23:41,092 |    INFO | root | Hachtelijk dank voor het verslag.
2025-07-28 23:23:41,092 |    INFO | root | Hartelijk dank voor het verslag.
2025-07-28 23:23:41,092 |   ERROR | root | Processing validation:  64%|######3   | 7188/11252 [11:13<05:43, 11.81it/s]
2025-07-28 23:23:41,245 |    INFO | root | Zij heeft de contacttoond aangemaakt om alle nodige correctieve maatregelen uit te voren.
2025-07-28 23:23:41,245 |    INFO | root | Zij heeft de contractant aangemaand om alle nodige correctieve maatregelen uit te voeren.
2025-07-28 23:23:41,354 |    INFO | root | Bij welkomstaat voorstel moet een aangval van sekening worden geplaatst.
2025-07-28 23:23:41,354 |    INFO | root | Bij bovenstaand voorstel moet een aantal kanttekeningen worden geplaatst.
2025-07-28 23:23:41,355 |   ERROR | root | Processing validation:  64%|######3   | 7190/11252 [11:13<06:40, 10.14it/s]
2025-07-28 23:23:41,410 |    INFO | root | Zij punten moeten worden benadrukt.
2025-07-28 23:23:41,410 |    INFO | root | Twee punten moeten worden benadrukt.
2025-07-28 23:23:41,544 |    INFO | root | Ik zou graag willen dat me diensten dat woorden tweede lezingen rechtzetten.
2025-07-28 23:23:41,544 |    INFO | root | Ik zou graag willen dat de diensten dat voor de tweede lezing rechtzetten.
2025-07-28 23:23:41,544 |   ERROR | root | Processing validation:  64%|######3   | 7192/11252 [11:13<06:35, 10.26it/s]
2025-07-28 23:23:41,635 |    INFO | root | Ik slag mij ook aan bij wat zij over de amendementen heeft gezegd.
2025-07-28 23:23:41,635 |    INFO | root | Ik sluit mij ook aan bij wat zij over de amendementen heeft gezegd.
2025-07-28 23:23:41,699 |    INFO | root | Dat was geen gemakkelijke taak.
2025-07-28 23:23:41,699 |    INFO | root | Dat was geen gemakkelijke taak.
2025-07-28 23:23:41,699 |   ERROR | root | Processing validation:  64%|######3   | 7194/11252 [11:14<06:11, 10.93it/s]
2025-07-28 23:23:41,812 |    INFO | root | Muziek veel mensen terwijl ze hun handtekening zeggen.
2025-07-28 23:23:41,812 |    INFO | root | Jullie filmen ze terwijl ze hun handtekening zetten.
2025-07-28 23:23:41,931 |    INFO | root | De huidige toestalt is vooral verontrustend voor de ontwikkelingslanden.
2025-07-28 23:23:41,931 |    INFO | root | De huidige toestand is vooral verontrustend voor de ontwikkelingslanden.
2025-07-28 23:23:41,931 |   ERROR | root | Processing validation:  64%|######3   | 7196/11252 [11:14<06:40, 10.12it/s]
2025-07-28 23:23:42,018 |    INFO | root | Dergelijke misdaden en hun daders mogen niet of gestraft blijven.
2025-07-28 23:23:42,018 |    INFO | root | Dergelijke misdaden en hun daders mogen niet ongestraft blijven!
2025-07-28 23:23:42,136 |    INFO | root | Natuurlijk is het goed dat de nationale werkgelegenheid strategie overal zijn uitvoer wordt gelegd.
2025-07-28 23:23:42,137 |    INFO | root | Natuurlijk is het goed dat de nationale werkgelegenheidsstrategie overal ten uitvoer wordt gelegd.
2025-07-28 23:23:42,137 |   ERROR | root | Processing validation:  64%|######3   | 7198/11252 [11:14<06:45, 10.00it/s]
2025-07-28 23:23:42,208 |    INFO | root | Uw krakhandelen dient voorkomen te worden.
2025-07-28 23:23:42,208 |    INFO | root | Lukraak handelen dient voorkomen te worden.
2025-07-28 23:23:42,299 |    INFO | root | Het is een probleem voor alle lidstaten.
2025-07-28 23:23:42,299 |    INFO | root | Het is een probleem voor alle lidstaten.
2025-07-28 23:23:42,299 |   ERROR | root | Processing validation:  64%|######3   | 7200/11252 [11:14<06:22, 10.59it/s]
2025-07-28 23:23:42,395 |    INFO | root | Ik weet dat dit ook vindt, de eerste minister.
2025-07-28 23:23:42,395 |    INFO | root | Ik weet dat u dit ook vindt, eerste minister.
2025-07-28 23:23:42,442 |    INFO | root | Deze zijn nog niet op groot.
2025-07-28 23:23:42,442 |    INFO | root | Deze zijn nog niet opgelost.
2025-07-28 23:23:42,442 |   ERROR | root | Processing validation:  64%|######4   | 7202/11252 [11:14<05:54, 11.42it/s]
2025-07-28 23:23:42,536 |    INFO | root | Ik ben mij er uiteraard bewust van dat er gepaalde problemen zijn.
2025-07-28 23:23:42,537 |    INFO | root | Ik ben mij er uiteraard van bewust dat er bepaalde problemen zijn.
2025-07-28 23:23:42,606 |    INFO | root | Vot zover is volgens mij alles duidelijk.
2025-07-28 23:23:42,606 |    INFO | root | Tot zover is volgens mij alles duidelijk.
2025-07-28 23:23:42,607 |   ERROR | root | Processing validation:  64%|######4   | 7204/11252 [11:14<05:47, 11.64it/s]
2025-07-28 23:23:42,682 |    INFO | root | Natuurlijk zijn de voor.
2025-07-28 23:23:42,682 |    INFO | root | Natuurlijk zijn we vóór.
2025-07-28 23:23:42,851 |    INFO | root | Deze zullen nogmaals niet geheel verlaten, maar ze moeten een degelijke basis vormen.
2025-07-28 23:23:42,852 |    INFO | root | Deze zullen, nogmaals, niet geheel volmaakt zijn, maar ze moeten een degelijke basis vormen.
2025-07-28 23:23:42,852 |   ERROR | root | Processing validation:  64%|######4   | 7206/11252 [11:15<06:32, 10.32it/s]
2025-07-28 23:23:42,945 |    INFO | root | Dat is jammer, dan daarom zal ik mij voor stemming cont houden.
2025-07-28 23:23:42,945 |    INFO | root | Dat is jammer en daarom zal ik mij van stemming onthouden.
2025-07-28 23:23:43,021 |    INFO | root | Het zou interessant zijn, het antwoord voor deze vraag te kennen.
2025-07-28 23:23:43,021 |    INFO | root | Het zou interessant zijn het antwoord op deze vraag te kennen.
2025-07-28 23:23:43,021 |   ERROR | root | Processing validation:  64%|######4   | 7208/11252 [11:15<06:16, 10.73it/s]
2025-07-28 23:23:43,126 |    INFO | root | Ik stem daarom wolelijder in met eenhaal van dit verslag.
2025-07-28 23:23:43,126 |    INFO | root | Ik stem daarom volledig in met de inhoud van dit verslag.
2025-07-28 23:23:43,273 |    INFO | root | Schaar is het met een hooggecontentatie gekreft te gestoffen, moeten aantoonbaar worden vermoedig.
2025-07-28 23:23:43,274 |    INFO | root | Charges met een hoge concentratie giftige stoffen moeten aantoonbaar worden vernietigd.
2025-07-28 23:23:43,274 |   ERROR | root | Processing validation:  64%|######4   | 7210/11252 [11:15<06:57,  9.69it/s]
2025-07-28 23:23:43,384 |    INFO | root | Wij kunnen onze aandacht nu rechten op ons gemeenschappelijke, culturele krachtige.
2025-07-28 23:23:43,384 |    INFO | root | Wij kunnen onze aandacht nu richten op ons gemeenschappelijke, culturele erfgoed.
2025-07-28 23:23:43,471 |    INFO | root | Het zelde geldt ook voor wetting van de standen tijddagen.
2025-07-28 23:23:43,472 |    INFO | root | Hetzelfde geldt ook voor dertien protestantse feestdagen.
2025-07-28 23:23:43,472 |   ERROR | root | Processing validation:  64%|######4   | 7212/11252 [11:15<06:51,  9.81it/s]
2025-07-28 23:23:43,590 |    INFO | root | Kijken zwakken allemaal vragen in die gemeenschappelijke resoluutie, wie voor u ligt.
2025-07-28 23:23:43,590 |    INFO | root | Kijk eens wat we allemaal vragen in die gemeenschappelijke resolutie die voor u ligt.
